recipe_id,title,url
99,Blootered Bastart Barrel-aged Wee Heavy,https://www.homebrewersassociation.org/homebrew-recipe/blootered-bastart-barrel-aged-wee-heavy/
100,Catharina’s Passion Sour,https://www.homebrewersassociation.org/homebrew-recipe/catharinas-passion-sour/
101,Angie’s Bursting Citra II (AKA Juice),https://www.homebrewersassociation.org/homebrew-recipe/angies-bursting-citra-ii-aka-juice/
102,Pickelhaube Festbier,https://www.homebrewersassociation.org/homebrew-recipe/pickelhaube-festbier/
103,Pucker Up Baby Berliner Weisse,https://www.homebrewersassociation.org/homebrew-recipe/pucker-up-baby-berliner-weisse/
104,Three Floyds Brewing Zombie Dust IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/three-floyds-brewing-zombie-dust-ipa-clone/
105,Cigar City Jai Alai IPA Classic Clone,https://www.homebrewersassociation.org/homebrew-recipe/cigar-city-jai-alai-ipa-classic-clone/
106,Curse Stout,https://www.homebrewersassociation.org/homebrew-recipe/curse-stout/
107,Boscos Famous Flaming Stone,https://www.homebrewersassociation.org/homebrew-recipe/boscos-famous-flaming-stone/
108,Saison Capitale,https://www.homebrewersassociation.org/homebrew-recipe/saison-capitale/
109,Tropicalia Catharina Sour,https://www.homebrewersassociation.org/homebrew-recipe/tropicalia-catharina-sour/
110,We Don’t Need No Stinkin’ IBUs,https://www.homebrewersassociation.org/homebrew-recipe/we-dont-need-no-stinkin-ibus/
111,Blinky Session IPA,https://www.homebrewersassociation.org/homebrew-recipe/blinky-session-ipa/
112,Eubayanus Brown Porter,https://www.homebrewersassociation.org/homebrew-recipe/eubayanus-brown-porter/
113,Austrian Expat Dark Mexican Lager,https://www.homebrewersassociation.org/homebrew-recipe/austrian-expat-dark-mexican-lager/
114,Probably the Best Beer in the…House,https://www.homebrewersassociation.org/homebrew-recipe/probably-the-best-beer-in-thehouse/
115,Trappist Tripel,https://www.homebrewersassociation.org/homebrew-recipe/trappist-tripel/
116,Mt. Brandon Irish Stout,https://www.homebrewersassociation.org/homebrew-recipe/mt-brandon-irish-stout/
117,Aztec-style Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/aztec-style-brown-ale/
118,Two Blue Dogs Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/two-blue-dogs-barleywine/
119,Battlecow Galacticose New England IPA (Partial Mash),https://www.homebrewersassociation.org/homebrew-recipe/battlecow-galacticose-new-england-ipa-partial-mash/
120,Trans-Atlantic Blonde Ale,https://www.homebrewersassociation.org/homebrew-recipe/trans-atlantic-blonde-ale/
121,Helicious Helles,https://www.homebrewersassociation.org/homebrew-recipe/helicious-helles/
122,Fortis Exordium Strong English Ale,https://www.homebrewersassociation.org/homebrew-recipe/fortis-exordium-strong-english-ale/
123,Bunga-Toggles Agave-laced Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/bunga-toggles-agave-laced-barleywine/
124,Black Hole Sun Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/black-hole-sun-baltic-porter/
125,Funkwerks Saison,https://www.homebrewersassociation.org/homebrew-recipe/funkwerks-saison/
126,Corporal Catbox New England IPA,https://www.homebrewersassociation.org/homebrew-recipe/corporal-catbox-new-england-ipa/
127,La Bomba Belgian Golden Strong,https://www.homebrewersassociation.org/homebrew-recipe/la-bomba-belgian-golden-strong/
128,Gone for a Burton Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/gone-for-a-burton-brown-ale/
129,Deer Crossing Kellerbier,https://www.homebrewersassociation.org/homebrew-recipe/deer-crossing-kellerbier/
130,A2 Brew Tay,https://www.homebrewersassociation.org/homebrew-recipe/a2-brew-tay-brut-ipa-partial-mash/
131,Amahl’s English Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/amahls-english-brown-ale/
132,Strength In Numbers Dark Vienna Lager,https://www.homebrewersassociation.org/homebrew-recipe/strength-in-numbers-dark-vienna-lager/
133,Betty’s Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/bettys-brown-ale/
134,Sierra Nevada Resilience IPA,https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-resilience-ipa/
135,Puna Coast Black Lager,https://www.homebrewersassociation.org/homebrew-recipe/beer-recipe-of-the-week-puna-coast-black-lager/
136,Stone 7th Anniversary Ale,https://www.homebrewersassociation.org/homebrew-recipe/stone-7th-anniversary-ale/
137,Velveteen Caramel,https://www.homebrewersassociation.org/homebrew-recipe/velveteen-caramel/
138,Bell’s Two Hearted Ale Clone,https://www.homebrewersassociation.org/homebrew-recipe/bells-two-hearted-ale-clone/
139,Sun-Dried Sour,https://www.homebrewersassociation.org/homebrew-recipe/sun-dried-sour/
140,Great Feats of Strength Imperial Stout,https://www.homebrewersassociation.org/homebrew-recipe/great-feats-of-strength-imperial-stout/
141,Lupulin Madness IPA,https://www.homebrewersassociation.org/homebrew-recipe/lupulin-madness-ipa/
142,Melissa and Patty’s Saison,https://www.homebrewersassociation.org/homebrew-recipe/melissa-and-pattys-saison/
143,Honey Squished IPA,https://www.homebrewersassociation.org/homebrew-recipe/honey-squished-ipa/
144,Charlie’s Visionary Mild,https://www.homebrewersassociation.org/homebrew-recipe/charlies-visionary-mild/
145,Storm Surge Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/storm-surge-baltic-porter/
146,Tropical Haze New England IPA,https://www.homebrewersassociation.org/homebrew-recipe/tropical-haze-new-england-ipa/
147,Alright Already Amber,https://www.homebrewersassociation.org/homebrew-recipe/alright-already-amber/
148,The Big Hopper Imperial IPA,https://www.homebrewersassociation.org/homebrew-recipe/the-big-hopper-imperial-ipa/
149,Corrales Piñon Porter,https://www.homebrewersassociation.org/homebrew-recipe/corrales-pinon-porter/
150,Flubadub (partial-mash),https://www.homebrewersassociation.org/homebrew-recipe/flubadub-partial-mash/
151,"Tall, Dark and Bready",https://www.homebrewersassociation.org/homebrew-recipe/tall-dark-and-bready/
152,Brother Levonian Saison,https://www.homebrewersassociation.org/homebrew-recipe/brother-levonian-saison/
153,Quick & Easy Malted Cider,https://www.homebrewersassociation.org/homebrew-recipe/quick-easy-malted-cider/
154,Just Rye’te,https://www.homebrewersassociation.org/homebrew-recipe/just-ryete/
155,Bell’s Brewery Expedition Stout Clone,https://www.homebrewersassociation.org/homebrew-recipe/bells-brewery-expedition-stout-clone/
156,Jack of All Saisons,https://www.homebrewersassociation.org/homebrew-recipe/jack-of-all-saisons/
157,Smoked Pumpkin Saison,https://www.homebrewersassociation.org/homebrew-recipe/smoked-pumpkin-saison/
158,Count Orloque Saison,https://www.homebrewersassociation.org/homebrew-recipe/count-orloque-saison/
159,WeldWerks Brewing Juicy Bits NEIPA,https://www.homebrewersassociation.org/homebrew-recipe/weldwerks-brewing-juicy-bits-neipa/
160,New Holland Dragon’s Milk Bourbon Barrel-Aged Stout,https://www.homebrewersassociation.org/homebrew-recipe/new-holland-dragons-milk-bourbon-barrel-aged-stout/
161,Allagash White Clone,https://www.homebrewersassociation.org/homebrew-recipe/allagash-white-clone/
162,Peaks & Priorities Juicy IPA (Extract),https://www.homebrewersassociation.org/homebrew-recipe/peaks-priorities-juicy-ipa-extract/
163,Anchor Brewing Old Foghorn,https://www.homebrewersassociation.org/homebrew-recipe/anchor-brewing-old-foghorn/
164,Sierra Nevada Bigfoot Barleywine (ver. 2),https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-bigfoot-barleywine-ver-2/
165,Caliente Tejano Pepper Cream Ale,https://www.homebrewersassociation.org/homebrew-recipe/caliente-tejano-pepper-cream-ale/
166,Embracing Sunset Lager,https://www.homebrewersassociation.org/homebrew-recipe/embracing-sunset-lager/
167,Peach IPA,https://www.homebrewersassociation.org/homebrew-recipe/peach-ipa/
168,The Blue Devils BGSA,https://www.homebrewersassociation.org/homebrew-recipe/the-blue-devils-bgsa/
169,"The Kernel Imperial Brown Stout, London 1856",https://www.homebrewersassociation.org/homebrew-recipe/the-kernel-imperial-brown-stout-london-1856/
170,Rocky Raccoon’s Honey Lager,https://www.homebrewersassociation.org/homebrew-recipe/rocky-raccoons-honey-lager/
171,Dusty Mud Irish-Style Stout,https://www.homebrewersassociation.org/homebrew-recipe/dusty-mud-irish-style-stout/
172,Kathleen’s Spruce Ale,https://www.homebrewersassociation.org/homebrew-recipe/kathleens-spruce-ale/
173,Oregon Super Dank,https://www.homebrewersassociation.org/homebrew-recipe/oregon-super-dank/
174,Two Flamingoes Strawberry Milkshake IPA,https://www.homebrewersassociation.org/homebrew-recipe/two-flamingoes-strawberry-milkshake-ipa/
175,Grisette de Saison,https://www.homebrewersassociation.org/homebrew-recipe/grisette-de-saison/
176,Ordinary Grisette,https://www.homebrewersassociation.org/homebrew-recipe/ordinary-grisette/
177,Stew’s Brew Imperial Black IPA,https://www.homebrewersassociation.org/homebrew-recipe/stews-brew-imperial-black-ipa/
178,Stew’s Brew Hefeweizen,https://www.homebrewersassociation.org/homebrew-recipe/stews-brew-hefeweizen/
179,Westbound Quad,https://www.homebrewersassociation.org/homebrew-recipe/westbound-quad/
180,Bleu Reserve,https://www.homebrewersassociation.org/homebrew-recipe/bleu-reserve/
181,Big Star Lager,https://www.homebrewersassociation.org/homebrew-recipe/big-star-lager/
182,Simple Pils,https://www.homebrewersassociation.org/homebrew-recipe/simple-pils/
183,Chrysanthemum Flower Tea Kölsch,https://www.homebrewersassociation.org/homebrew-recipe/chrysanthemum-flower-tea-kolsch/
184,TukTukTea IPA,https://www.homebrewersassociation.org/homebrew-recipe/tuktuktea-ipa/
185,Choc Full O’ Cherry Porter,https://www.homebrewersassociation.org/homebrew-recipe/choc-full-o-cherry-porter/
186,John’s “World Famous” Dark Lager,https://www.homebrewersassociation.org/homebrew-recipe/johns-world-famous-dark-lager/
187,Smokey the Beer II (Partial-Mash),https://www.homebrewersassociation.org/homebrew-recipe/smokey-beer-ii-partial-mash/
188,Just Another Pretty Face,https://www.homebrewersassociation.org/homebrew-recipe/just-another-pretty-face/
189,American-Style Cascadian India Dark Double Black IPA (ASCIDDBIPA),https://www.homebrewersassociation.org/homebrew-recipe/american-style-cascadian-india-dark-double-black-ipa-asciddbipa/
190,Bru’n Dry Stout,https://www.homebrewersassociation.org/homebrew-recipe/brun-dry-stout/
191,Organic Juniper Porter,https://www.homebrewersassociation.org/homebrew-recipe/organic-juniper-porter/
192,Right on Hoover Hefeweizen,https://www.homebrewersassociation.org/homebrew-recipe/right-hoover-hefeweizen/
193,Weekday Bock (Malt Extract),https://www.homebrewersassociation.org/homebrew-recipe/weekday-bock-malt-extract/
194,Psychedelic Weisse (Berliner Weisse with Dragon Fruit and Guava),https://www.homebrewersassociation.org/homebrew-recipe/psychedelic-weisse-berliner-weisse-dragon-fruit-guava/
195,American IPA con Pomelo Rosado (Pink Grapefruit American IPA),https://www.homebrewersassociation.org/homebrew-recipe/american-ipa-con-pomelo-rosado-pink-grapefruit-american-ipa/
196,Barley Phillip Irish Red,https://www.homebrewersassociation.org/homebrew-recipe/barley-phillip-irish-red/
197,Terre au Verre,https://www.homebrewersassociation.org/homebrew-recipe/terre-au-verre/
198,Pirate of the Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/pirate-baltic-porter/
199,Cherry Dubbel,https://www.homebrewersassociation.org/homebrew-recipe/cherry-dubbel/
200,Sparrow Hawk Porter,https://www.homebrewersassociation.org/homebrew-recipe/sparrow-hawk-porter/
201,Höfter’s Blanc Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/hofters-blanc-pale-ale/
202,Boeing Smoked Apple Lager (extract),https://www.homebrewersassociation.org/homebrew-recipe/boeing-smoked-apple-lager-extract/
203,Squeeze the Day,https://www.homebrewersassociation.org/homebrew-recipe/squeeze-the-day/
204,Imperial Rice Pilsner,https://www.homebrewersassociation.org/homebrew-recipe/imperial-rice-pilsner/
205,SMASH Bohemian Pils,https://www.homebrewersassociation.org/homebrew-recipe/smash-bohemian-pils/
206,Siebte Flasche,https://www.homebrewersassociation.org/homebrew-recipe/siebte-flasche/
207,No Fail Extract IPA,https://www.homebrewersassociation.org/homebrew-recipe/no-fail-extract-ipa/
208,Rye the Heck Not?,https://www.homebrewersassociation.org/homebrew-recipe/rye-heck-not/
209,Super Nice Day IPA,https://www.homebrewersassociation.org/homebrew-recipe/super-nice-day-ipa-2/
210,Jamil’s Extra Yellow,https://www.homebrewersassociation.org/homebrew-recipe/jamils-extra-yellow/
211,Continental-Style Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/continental-style-baltic-porter/
212,London-Style Baltic Porter,https://www.homebrewersassociation.org/homebrew-recipe/london-style-baltic-porter/
213,Golden Ale,https://www.homebrewersassociation.org/homebrew-recipe/golden-ale/
214,GP75 Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/gp75-pale-ale/
215,Prost Bock,https://www.homebrewersassociation.org/homebrew-recipe/prost-bock/
216,Boulevard Brewing Co. Tank 7,https://www.homebrewersassociation.org/homebrew-recipe/boulevard-brewing-co-tank-7/
217,Big Beach Brewing Co. For the Love of…Mosaic,https://www.homebrewersassociation.org/homebrew-recipe/big-beach-brewing-co-for-the-love-of-mosaic/
218,Focal Point (Inspired by The Alchemist’s Focal Banger),https://www.homebrewersassociation.org/homebrew-recipe/focal-point-inspired-by-the-alchemists-focal-banger/
219,Great Lakes Brewing Edmund Fitzgerald Porter,https://www.homebrewersassociation.org/homebrew-recipe/great-lakes-brewing-edmund-fitzgerald-porter/
220,New Glarus Brewing Belgian Red Ale,https://www.homebrewersassociation.org/homebrew-recipe/new-glarus-brewing-belgian-red-ale/
221,More Fun Blonde,https://www.homebrewersassociation.org/homebrew-recipe/more-fun-blonde/
222,Solstice Spice,https://www.homebrewersassociation.org/homebrew-recipe/solstice-spice/
223,Kölsch,https://www.homebrewersassociation.org/homebrew-recipe/kolsch/
224,The Cure from Cork,https://www.homebrewersassociation.org/homebrew-recipe/the-cure-from-cork/
225,Copper Ale,https://www.homebrewersassociation.org/homebrew-recipe/copper-ale/
226,80 Shilling Scottish Ale,https://www.homebrewersassociation.org/homebrew-recipe/80-shilling-scottish-ale/
227,Spice Trade Brewing Sun Temple IPA,https://www.homebrewersassociation.org/homebrew-recipe/sun-temple-ipa/
228,Lawson’s Sip of Sunshine IPA Clone,https://www.homebrewersassociation.org/homebrew-recipe/lawsons-sip-sunshine-ipa-clone/
229,Sierra Nevada Celebration Ale (Version 2),https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-celebration-ale-version-2/
230,Smoked Habanero IPA,https://www.homebrewersassociation.org/homebrew-recipe/smoked-habanero-ipa/
231,Brighid’s Irish Red Ale,https://www.homebrewersassociation.org/homebrew-recipe/brighids-irish-red-ale/
232,Fuller’s ESB Clone,https://www.homebrewersassociation.org/homebrew-recipe/fullers-esb-clone/
233,Klang Freudenfest Oktoberfest (Extract),https://www.homebrewersassociation.org/homebrew-recipe/klang-freudenfest-oktoberfest-extract/
234,Rushmore IPA (Extract),https://www.homebrewersassociation.org/homebrew-recipe/rushmore-ipa-extract/
235,Battre L’oie Saison (Extract),https://www.homebrewersassociation.org/homebrew-recipe/battre-loie-saison-extract/
236,Ommegang Abbey Clone,https://www.homebrewersassociation.org/homebrew-recipe/ommegang-abbey-clone/
237,Montezuma’s Revenge Mexican Dark Lager with Coffee,https://www.homebrewersassociation.org/homebrew-recipe/montezumas-revenge-mexican-dark-lager-coffee/
238,Dirk Diggler New England Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/dirk-diggler-new-england-pale-ale/
239,Arrogant Bastard Clone,https://www.homebrewersassociation.org/homebrew-recipe/arrogant-bastard-clone/
240,Bitter Beer Face Session IPA,https://www.homebrewersassociation.org/homebrew-recipe/bitter-beer-face-session-ipa/
241,Harvest Ale Saison,https://www.homebrewersassociation.org/homebrew-recipe/harvest-ale-saison/
242,Whale’s Tail Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/whales-tail-pale-ale/
243,Maverick India Black Ale,https://www.homebrewersassociation.org/homebrew-recipe/maverick-india-black-ale/
244,Dogfish Head 120 Minute IPA,https://www.homebrewersassociation.org/homebrew-recipe/dogfish-head-120-minute-ipa/
245,Pressure Drop Stokey Brown,https://www.homebrewersassociation.org/homebrew-recipe/pressure-drop-stokey-brown/
246,Gone But Not Forgotten Burton Old Ale,https://www.homebrewersassociation.org/homebrew-recipe/gone-not-forgotten-burton-old-ale/
247,Christmas Cinderella Double Brown Ale,https://www.homebrewersassociation.org/homebrew-recipe/christmas-cinderella-double-brown-ale/
248,The Fall (Cranberry Saison),https://www.homebrewersassociation.org/homebrew-recipe/fall-cranberry-saison/
249,Ale of Asgard,https://www.homebrewersassociation.org/homebrew-recipe/ale-of-asgard/
250,Maltonator Doppelbock,https://www.homebrewersassociation.org/homebrew-recipe/maltonator-doppelbock/
251,Epic Stout,https://www.homebrewersassociation.org/homebrew-recipe/epic-stout/
252,Julie: A Pumpkin Belgian Strong Ale,https://www.homebrewersassociation.org/homebrew-recipe/julie-pumpkin-belgian-strong-ale/
253,Ekuanot HBC 366 American Pale Ale,https://www.homebrewersassociation.org/homebrew-recipe/ych-hops-american-pale-ale/
254,3 Floyds Alpha King Clone,https://www.homebrewersassociation.org/homebrew-recipe/3-floyds-alpha-king-clone/
255,Sierra Nevada Bigfoot Barleywine,https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-bigfoot-barleywine/
