url,src,description,ingredients,directions,addition
https://www.homebrewersassociation.org/homebrew-recipe/honolulu-beerworks-cocoweizen/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134238/clone-flag.svg,"Try making this “clone recipe” of Honolulu BeerWorks CocoWeizen from Honolulu Beer Works in Honolulu, Hawaii. Browse our library of replica beers in the AHA Recipe Library!
Instead of a commonly thought of coconut dark beer, this German-style coconut hefeweizen is a lighter-bodied beer inspired by one Honolulu Beer Works brewer's wife. Honolulu BeerWorks CocoWeizen took home a gold medal at Japan's International Beer Cup 2018.","Ingredients:
8 lb (3.63 kg) White wheat
2.5 lb (1.13 kg) 2-row malt
1.2 oz (24 g) Crystal hops, 3.9% a.a. (60 min)
Wyeast 3068 Weihenstephan Weizen
1 lb (0.45 kg) Coconut, shredded (see instructions)
Specifications:
Yield: 5 gal (18.9 L)
Original Gravity: 1.048 (11.8 P)
Final Gravity: 1.006 (1.5 P)
ABV: 5.50%
IBU: 14
SRM: 5.5","Directions:
Conduct a mash at 150° F (66° C) for 60 minutes. Boil for 60 minutes, following the listed ingredient additions. Ferment at 72° F (22° C) for 10 days.Toast coconut until very dark, but not burnt. Add to secondary in a bag for easy removal. As you will be adding to secondary, take necessary sanitation steps when introducing the coconut. Let beer sit on coconut for 2 days. Transfer and carbonate.",
https://www.homebrewersassociation.org/homebrew-recipe/ozark-beer-co-belgian-golden-ale/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134238/clone-flag.svg,"Try making this “clone recipe” of Ozark Beer Co. Belgian Golden Ale from Ozark Beer Company in Rogers, Arkansas. Browse our library of replica beers in the AHA Recipe Library!
Ozark Beer Co. brews this traditional Belgian-style golden ale with pilsen malt and noble hops that lend aromas of apples and pears. The perfectly timed hop additions makes it a light, dry and very refreshing homebrew.","Ingredients:
6.0 lbs (3.23kg) Briess Pilsner malt
2.33 lbs (1.29 kg) Briess Pale Ale malt
4.8 oz (161.6 g) Briess White Wheat
4.8 oz (161.6 g) Briess Raw White Wheat
1.9 oz (65.2 g) Weyerman Acidulated
0.6 oz (14.2 g) Sterling, 8.4% aa @ 60 min
0.6 oz (14.2 g) Sterling, 8.4% aa @ 45 min
0.6 oz (14.2 g) Sterling, 8.4% aa @ 5 min
Omega Yeast Labs OYL-500 Saisonsteins Monster or your favorite Belgian/French DRY saison strain
5.7 g Gypsum in mash
1.3 g Calcium Chloride @ 45 min in boil
1.6 g Yeast Nutrient @ 15 min in boil
1 Tab Whirlfloc @ 10 min in boil
Specifications:
Yield: 5 gal (18.9 L)
Original Gravity: 1.055 (13.5 P)
Final Gravity: 1.004
ABV: 6.70%
IBU: 33
SRM: 3.4","Directions:
Mash at 152° F (67° C) with 11.3 qt of 164° F (73.3° C) strike water for 30 min. Vorlauf for 15 min or until clear. Sparge with 20 qt of water at 170° F (76.7° C). Boil for 75 min while following hop and process aid schedule. Cool wort to 75-80° F (23.9-26.7° C) and pitch yeast. Ferment at 80° F (26.7° C) until terminal gravity is reached. Crash and carb to 2.6 volume.",
https://www.homebrewersassociation.org/homebrew-recipe/parleaux-beer-lab-lemony-sippit-lager/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134238/clone-flag.svg,"Try making this “clone recipe” of Parleaux Beer Lab Lemony Sippit Lager from Parleaux Beer Lab in New Orleans, Louisiana. Browse our library of replica beers in the AHA Recipe Library!
This hopped-up take on a classic American lager from Parleaux Beer Lab is whirlpooled with lemongrass and then dry-hopped with Lemondrop hops, lending it a rich, bright aroma with a smooth lemon candy-like finish.","Ingredients:
7.5 lb (0.68 kg) Bohemian Pilsner
1.5 lb (0.68 kg) Vienna
1.5 lb (0.68 kg) Flaked Rice
1 lb (0.45 kg) Carapils
1 oz (28 g) Lemondrop hops, 6% a.a. (40 min)
2 oz (56 g) Lemondrop hops, 6% a.a. (whirlpool)
2 oz (56 g) Lemon Grass, fresh or dried (whirlpool)
2 oz (56 g) Lemondrop (dry hop)
Wyeast 2278 Czech Pils Lager Yeast
Specifications:
Yield: 5 gal (18.9 L)
Original Gravity: 1.052
Final Gravity: 1.012
ABV: 5.20%
IBU: 21
SRM: 3.6","Directions:
Mash in at 152° F (67° C). 90 minute boil. Whirlpool for 20 minutes while also adding the lemongrass and aroma hops. Chill to 50° F (10° C) and oxygenate well. Ferment at 50° F (10° C) until you reach a specific gravity of 1.025, then raise 5° F per day (or let free rise) to 68° F (20° C) and hold for 48 hours for a diacetyl rest and to finish fermenting. Once fermentation is complete, drop temperature to 40° F and lager 3-4 weeks before packaging. Notes: Fresh lemongrass is always preferred if available. If a heavy lemongrass flavor is preferred try making a lemongrass tincture, and adding adding to taste at packaging. Simply combine 6oz of vodka with 2oz of fresh lemongrass in an airtight container and let sit at room temperature for 2-4 weeks.",
https://www.homebrewersassociation.org/homebrew-recipe/back-forty-beer-co-truck-stop-honey-brown-ale/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134238/clone-flag.svg,"Try making this “clone recipe” of Back Forty Beer Co. Truck Stop Honey Brown Ale from Back Forty Beer Company in Gadsden, Alabama. Browse our library of replica beers in the AHA Recipe Library!
Truck Stop Honey is Back Forty Beer Company's flagship which won a Great American Beer Festival silver medal the same year it debuted in 2011! The wildflower honey gives this close to traditional English brown ale a slightly sweet finish.","Ingredients:
7 lb (3.17 kg) 2-row malt
1 lb (0.45 kg) Honey malt
0.5 lb (0.23 kg) Caramel 20 malt
0.2 lb (0.23 kg) Dark Chocolate malt
0.12 oz (3.4 g) Apollo hops (60 min)
0.3 oz (8.5 g) Willamette (10 min)
0.5 lb (0.23 kg) Wildflower Honey (5 min)
Safale US-05 ale dry yeast
Specifications:
Yield: 5 gal (18.9 L)
Original Gravity: 1.059 (14.56 P)
Final Gravity: 1.012 (3.03 P)
ABV: 6.23%
IBU: 15.4
SRM: 15.85","Directions:
Single infusion mash at 160° F (71° C) until conversion is complete. Conduct a 60 minute boil, following the ingredient additions as listed above. Ferment at 68° F (20° C). After fermentation, cold crash at 32° F (0° C).",
https://www.homebrewersassociation.org/homebrew-recipe/juniper-rye-bock/,Not Found,"This beer recipe comes the Brewers Publications book Radical Brewing: Recipes, Tales & World-Altering Meditations in a Glass by Randy Mosher.
This beer recipe combines the best of two European styles: centuries-old Nordic sahti and malty-sweet German bock. Juniper berries and rye are common sahti ingredients that, combined with the malt character and strength of bock, make for this delicious, deep amber juniper rye bock.
Learn more about sahti on HomebrewersAssociation.org.","Ingredients:
MALTS
9.5 lb. (4.31 kg) Munich malt
3 lb. (1.36 kg) 2-row Pilsner malt
2 lb. (907 g) malted rye or flaked rye
1 lb. (454 g) dark crystal malt
1 lb. (454 g) rice hulls
HOPS
2 oz. (57 g) Hallertau hops, 3.5% a.a. @ 90 min
ADDITIONAL ITEMS
4 oz. (113 g) crushed juniper berries in the mash
2 oz. (57 g) juniper berries (crushed) @ 90 min
2 oz. (57 g) juniper berries (crushed) @ end of boil
YEAST
Danish Lager
Specifications:
Yield: 5 US gal. (19 L)
Original Gravity: 1.080 (19°P)
ABV: 6.4–7.2%
IBU: 24
SRM: Deep amber
Boil Time: 90 minutes","Directions:
A standard infusion mash at 148°F (64°C) will work, but a traditional sahti stepped-mash infusion procedure is also a good option: 15-minute rests at 104°F (40°C), 130°F (54°C), 148°F (64°C), 172°F (78°C), and mash out at 190°F (88°C). The mash is generally raised from one temperature to the next by adding a small amount of boiling water, resulting in a very thin mash at the end. Allow beer to mature for 4 to 6 months before enjoying.",
https://www.homebrewersassociation.org/homebrew-recipe/i-am-broot-brut-ipa/,Not Found,"The following beer recipe is featured in the January/February 2019 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
This dry, crisp Brut IPA courtesy of Chris Colby features a blend of classic American hops. Replace these varieties with your favorite hops to take it in a different direction or try the tropical hop blend in the recipe for A2 Brew Tay also found in the January/February 2019 issue of Zymurgy magazine. High carbonation enhances the sensation of dryness and launches the hop aromas out of the glass. The yeast has a lot of work to do, so an adequately sized, healthy yeast starter is a must.","Ingredients:
MALTS AND ADJUNCTS
3.5 lb. (1.6 kg) US 2-row pale malt or brewer’s malt
2 lb. (910 g) German Vienna malt
1.75 lb. (790 g) flaked maize
1.75 lb. (790 kg) flaked rice
0.13 oz. (3.5 g) black malt, finely crushed (optional)
HOPS
0.5 oz. (14 g) Mosaic, 12.5% a.a., @ 60 min
1 oz. (28 g) Centennial, 10% a.a., whirlpool
1 oz. (28 g) Ahtanum, 6% a.a., whirlpool
1 oz. (28 g) Cascade, dry hop
1 oz. (28 g) Amarillo, dry hop
1 oz. (28 g) Ahtanum, dry hop
YEAST
Wyeast 1056, White Labs WLP001, or other clean, attenuative ale yeast (2 qt./2 L starter)
ADDITIONAL ITEMS
1 tsp. Irish moss @ 15 min
1/2 tsp. yeast nutrient blend (or equivalent) @ 15 min
0.02 fl. oz. (0.7 mL) amyloglucosidase (liquid)
0.25 oz. (7.1 g) Polyclar AT (PVPP)
6.3 oz. (170 g) corn sugar for bottle conditioning to 3 vol. (6 g/L) of CO2
Specifications:
Yield: 5 US gallons
Original Gravity: 1.049
Final Gravity: 0.998
ABV: 6.70%
IBU: 23
SRM: 3.5","Directions:
Crush the base malts as you normally would. If you are using the black malt, mill it separately and finely. The small amount of black malt can improve clarity at the expense of a bit of extra color (around 1 SRM). The flaked adjuncts do not need to be milled. Mix grains and adjuncts and mash in at 150°F (66°C) with 13.5 qt. (12.8 L) of water. Stir the mash every 5 minutes or so if it is possible to do so without losing heat. Take periodic iodine tests and mash out when you receive a negative result. Recirculate the wort until it runs clear or you have recirculated more than 10 qt. (about 10 L). Run off and sparge with water hot enough to maintain a grain bed temperature of 165–168°F (74–75°C). As you run off, do not let the pH of the runoff exceed 5.8. (You may need to collect less than 6 gal./23 L.) Add water, if needed, to the kettle to yield enough wort to achieve 5 gallons (19 L) after a 90-minute boil. Boil for 90 minutes, adding bittering (Mosaic) hops for the final 60 minutes of the boil. Add the Irish moss and yeast nutrients with 15 minutes left in the boil. After knockout, add whirlpool hops and let steep for 10 minutes before chilling the wort. Chill the wort and transfer it to your fermenter. Aerate thoroughly and pitch yeast from yeast starter. Ferment at 68°F (20°C). When fermentation is winding down, at around 5–6°P (1.020–1.024), add the enzyme. When terminal gravity is reached, rack beer to secondary fermenter containing the dry hops in a mesh bag. Dry hop for 7–10 days, and then prepare a PVPP solution by dissolving the powder in as small an amount of water as you can manage: a couple of ounces (about 60 mL) should be plenty. Remove the dry hops and swirl the beer gently. Without splashing, stir the PVPP gently into the top layer of beer and re-affix the fermentation lock. Let the beer sit for at least 6 hours or overnight before racking to a keg or bottling bucket. Carbonate to around 3 volumes (6 g/L) of CO2. If you bottle condition and fermented at 68°F (20°C), use 6.3 oz. (170 g) of corn sugar to prime the bottles.",
https://www.homebrewersassociation.org/homebrew-recipe/night-sky-black-ipa/,Not Found,"Pierce Wiegard and David Pigue, staffers of Senator Dan Sullivan (R-AK), teamed up in the 2018 Capitol Hill Staff Homebrew Competition to create this Black IPA. This dry, hop-forward dark IPA took first place in its category and earned the best of show award.
Learn more about the 2019 Capitol Hill Homebrew Competition.","Ingredients:
11 lb (5 kg) Maris Otter
1 lb (0.45 kg) Munich malt
1 lb (0.45 kg) rye malt
1 lb (0.45 kg) flaked barley
1 lb (0.45 kg) midnight wheat
1 oz (28 g) Summit pellet hops, 17.5% a.a (45 min)
1 oz (28 g) Columbus pellet hops, 14.5% a.a (10 min)
1 oz (28 g) Chinook pellet hops, 12.8% a.a (10 min)
1 oz (28 g) Simcoe pellet hops, 13.4% a.a (5 min)
1 oz (28 g) Columbus pellet hops, 14.5% a.a. (5 min)
1 oz (28 g) Denali pellet hops, 15.4% a.a. (5 min)
1 oz (28 g) Simcoe pellet hops, 13.4% a.a. (dry hop)
Wyeast North West Ale
Specifications:
Yield: 5 Gallons (18.9 L)
Original Gravity: 1.075
Final Gravity: 1.014
ABV: 8%","Directions:
Mash at 153° F (67° C) for 75 minutes. Perform 60 minute boil and follow hop addition. Flame out, cool, and pitch yest. Dry hop 7 days after primary fermentation.",
https://www.homebrewersassociation.org/homebrew-recipe/flubadub-all-grain/,Not Found,"The following beer recipe is featured in the September/October 2018 issue of Zymurgy magazine. Access this issue along with the archives with Zymurgy Online!
Learn about Charlie Papazian's endeavor in brewing this recipe with hops grown at the Smithsonian Museum in Washington, D.C.
by Charlie Papazian
After 48 years of brewing, I still enjoy explorations and recreations with homebrewing. I often tell a story about the beers of the first Great American Beer Festival in 1982, which featured 22 breweries pouring 40 beers for 750 attendees. The “microbreweries” that attended that very first year were Boulder Brewing, Sierra Nevada Brewing, River City Brewing, and Anchor Brewing.
The two beers that seem to be the most memorable were brewed by the then Falstaff Brewing Company: Ballantine India Pale Ale and Narragansett Porter. Both were distinguished by brilliant Cascade dry hopping. Both had a perfect foundation of malt character that elevated what I would call “old-school” Cascade hop flavor and aroma.
For those of you who weren’t around in those early days of Cascade hop cultivation, the Cascade hop of today is very different in character than the original cultivars we welcomed as Cascade hops in the early 1980s. A bright conflagration of citrus and pine is one way I recall experiencing it. My homegrown hops cultivated from those original cuttings still maintain those old-school characters.
The interesting thing about the Narragansett Porter is that it was once a regional brand of New England. The brewery faltered and the brand was bought by Falstaff and briefly resurrected for regionally reminiscent beer drinkers. But the version of Narragansett Porter presented at the 1982 Great American Beer Festival was different than the traditional brew of previous brewers and years.
I reviewed the 1982 Great American Beer Festival program (which I still have) and discovered some interesting information about that 1982 beer. The beer that was originally going to be sent and presented at the Great American Beer Festival was something called Ballantine Porter, and that’s what they sent us program information for. When the beers arrived, we discovered that the brewery had changed the name to Narragansett Porter and festgoers were the beneficiaries. It was a dark, medium-bodied porter with a balanced roasted, toasted dark malt flavor. The lightness of corn and a medium malt body accented the flavor and aroma experience of dry-hopped Cascade perfectly.
America’s First Dry-Hopped Beer
According to the program, which was the information given to us by the brewery, “This dark brew uses malted barley, a small amount of corn grits, top fermenting yeast and a blend of Cascade and Bullion hops. Ballantine [actually presented as Narragansett] Porter is dry hopped in storage during transfer from primary to secondary. CO2 is used to reinvigorate the hops later. … The peak for this brew is around 45 days. The alcohol content is over 6% by volume.”
It struck me that this may have been the first modern-day American-brewed beer that was dry hopped. The few existing microbrewers such as Sierra Nevada, Boulder Beer, River City, and Anchor Brewing were more likely late hopping during the brewing stage. I don’t recall that dry hopping in the fermentation/aging tanks had made its way into the process with American microbrewers yet.
I vividly recall that ʼGansett was delicious, and it has become the kind of beer I really enjoy these days. I wanted to recreate it, so I formulated Flubadub ‘Gansett Porter to replicate what I experienced in 1982. It was after I had formulated my recipe that I came across the above description, and to my delight, my recollection jived with the brewery’s description with one exception. My beer is a bit lower in alcohol content, which is where I am at these days.
Bullion hops are very difficult to get, so I substituted German Hallertauer. Their low bitterness and earthy flavors are easy to navigate. You’ll notice I add a touch of homegrown wild Colorado hops. These hops have a sulfur-like onion character and hardly any bitterness value; their IBU contribution to this recipe is only about 3 BUs. My feeling is that a blend of wild hops and Hallertauer can somewhat replicate Bullion’s character.
So, let’s cut the shuck and jive and get on with the recipe.
Charlie Papazian is founder of the American Homebrewers Association and the author of The Complete Joy of Homebrewing.","Ingredients:
MALTS AND ADJUNCTS
8 lb. (3.6 kg) Pilsner malt, plus 1 cup (250 mL) for the cereal mash
1 lb. (454 g) flaked corn
8 oz. (227 g) aromatic malt
4 oz. (113 g) black (patent) malt
4 oz. (113 g) black debittered malt
HOPS
0.75 oz. (21 g) German Hallertauer, 4.5% a.a. @ 60 min (3–4 HBU/95 MBU)
2.5 oz. (70 g) Wild hops, 1% a.a. @ 5 min (2–3 HBU/70 MBU)
1 oz. (28 g) homegrown Cascade, 5% a.a. @ 0 min (5 HBU/140 MBU)
1.25 oz. (35 g) homegrown hops, blended into a powder, dry hop
YEAST
German or Bavarian type lager yeast. Yes, lager yeast. I use my own 35-year old-yeast, which is sold by White Labs as WLP862 Cry Havoc.
ADDITIONAL ITEMS
1/4 tsp. (1 g) powdered Irish moss
3/4 cup (175 mL) corn sugar for priming bottles or 0.33 cups (80 mL) for kegging
Specifications:
Yield: 5.5 gallons (21 L)
Original Gravity: 1.048 (12 B)
Final Gravity: 1.012 (3 B)
ABV: 5%
IBU: 24
SRM: 24
Efficiency: 76%","Directions:
A step infusion mash and separate cereal mash are employed to mash the grains. Add 6 qt. (4.3 L) of cold water to 1 cup (250 mL) crushed Pilsner malt and 1 pound (454 g) of flaked corn and bring to a boil. Meanwhile, add 9 qt. (8.6 L) of 140° F (60°° C) water to the remaining crushed grain, stir, stabilize, and hold the temperature at 132° F (53° C) for 30 minutes. After half an hour, add the boiling corn and Pilsner malt to the main mash. Add heat if needed to bring mash temperature up to 155° F (68° C) and hold for about 30 minutes. Then raise temperature to 167° F (75° C), lauter, and sparge with 3.5 gal. (13.5 L) of 170° F (77° C) water. Collect about 5.5 gal. (21 L) of runoff. Add 60-minute hops and bring to a full and vigorous boil. The total boil time will be 60 minutes. When 10 minutes remain add the Irish moss. When 5 minutes remains add the 5-minute hops. After a total wort boil of 60 minutes turn off the heat, add the 0-minute hops, and place the pot (with cover on) in a running cold-water bath for 30 minutes. Continue to chill in the immersion or use other methods to chill your wort. Then strain and sparge the wort into a sanitized fermenter. Bring the total volume to 5.5 gal. (21 L) with additional cold water if necessary. Aerate the wort very well. Pitch the yeast when temperature of wort is about 70° F (21° C). Once visible signs of fermentation are evident, ferment at about 55° F (12.5° C) for about one week or until fermentation shows signs of calm and stopping. Rack from primary to a secondary and add the hop powder for dry hopping. If you have the capability, “lager” the beer at temperatures between 35 and 45° F (1–7° C) for 3–6 weeks. Prime with sugar and bottle or keg when complete.","Partial-Mash Version
Not an all-grain brewer? Access a partial-mash recipe for Flubadub Gansett Porter! "
https://www.homebrewersassociation.org/homebrew-recipe/kein-bier-light-lager/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134633/medal-2-1.svg,"Gregory Strawser and Ryan Metzger of Rochester, NY won a silver medal in Category 1: Pale American Lager during the 2018 National Homebrew Competition Final Round in Portland, OR. Strawser and Metzger’s American light lager earned 2nd place among 315 entries in the category.","Ingredients:
6 lb Pale 2-row malt
1 lb Flaked rice
0.25 lb Weyermann Carahell
0.75 oz Hallertau 5% a.a. (60 min)
White Labs WLP840 or WLP838 (3 L starter)
Specifications:
Yield: 5 gal (18.9 L)
Original Gravity: 1.034
Final Gravity: 1.005
ABV: 3.80%
IBU: 13
SRM: 3","Directions:
Infusion mash at 148° F for 60 minutes. Fly sparge at 168° F sparge water. Collect wort and boil for 60 minutes. Primary fermentation for 10 days at 50° F. Slowly raise temperature to 65° F and diacetyl rest for 3 days. Cold crash for 48 hours. Rack to keg or bottles.",
https://www.homebrewersassociation.org/homebrew-recipe/what-the-helles/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134633/medal-2-1.svg,"Justin McClenahan of Silver Spring, MD won a silver medal in Category 2: Pale European Beer during the 2018 National Homebrew Competition Final Round in Portland, OR. McClenahan’s helles exportbier earned 2nd place among 369 entries in the category.","Ingredients:
19.25 lb Pilsner (Best Malz)
3 lb Vienna (Weyermann)
12 oz Melanoidin
8 oz Acidulated
0.75 oz Hallertau Blanc, 10.5% a.a. (FWH)
1 oz Hallertauer Mittelfrueh, 4% a.a. (20 min)
1 oz Hallertau Blanc, 10.5% a.a. (whirlpool)
1 oz Hallertauer Mittelfrueh, 4% a.a. (whirlpool)
2 pckgs White Labs WLP838 Southern German Lager (2L starter)
Specifications:
Yield: 12 gal (45.4 L)
Original Gravity: 1.052
Final Gravity: 1.008
ABV: 5.80%
IBU: 25.4
SRM: 5.1","Directions:
Start with RO water, adding minerals to achieve water profile: Ca = 44, Mg = 1, Na = 7, SO4 = 58, Cl = 41, and HCO3 = 20. Note: Acidulated malt was used to adjust RO water pH. Other liquid acid additions can be used in the mineral additions (phosphoric for example) in place of Acidulated malt if desired. Double infusion mash. Protien rest at 122° F for 30 minutes. Saccharification rest at 154° F for 30 minutes. No mash out. Sparge, collect runnings and boil for 90 minutes. Conduct a 20 minute whirlpool after knockout, adding hop additions. Primary fermentation: Chill to 50° F and pitch starter yeast. Allow to free climb to 54° F. Diacetyl rest at 66° F for 3-days. After the diacetyl rest is complete transfer to secondary or dump yeast and slowly reduce temperature to 38° F. Lager for 30 days",
https://www.homebrewersassociation.org/homebrew-recipe/7k-czech-pale-lager/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134633/medal-2-1.svg,"Brent Krohn of San Diego, CA won a silver medal in Category 3: Pilsner during the 2018 National Homebrew Competition Final Round in Portland, OR. Krohn’s Czech pale lager earned 2nd place among 253 entries in the category.","Ingredients:
15.5 lbs German Pils malt
3 lbs Vienne malt
2 lbs Carapils
2 whirfloc tablets (15 min)
2 oz tettnang 3.7 % (60 min)
1.60 oz Sterling 6.8% (60 min)
3.0 oz Saaz 2.6% (30 min)
1 oz Saaz 2.6% (15 min)
1 oz Saaz 2.6% (flameout)
4 pckgs WLP 802, 3 liter starter with 3 cups DME
RO water-no minerals added
Specifications:
Yield: 11 gal (41.6 L)
Original Gravity: 1.051
Final Gravity: 1.013
ABV: 5%
IBU: 45
SRM: 3.6","Directions:
Single infusion mash rest at 152° F for 60 minutes. Sparge with RO water. Boil for 90 minutes. Chill wort to 50° F before pitching yeast. Ferment at 50° F for 10 days then ramp up temperature 2 degrees (°F) every day until you reach 60° F. Hold for 5 days for diacetyl rest. Rack to kegs and lager at 34° F for 6 weeks. Carbonate and serve.",
https://www.homebrewersassociation.org/homebrew-recipe/chris-ryans-oktoberfest/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134633/medal-2-1.svg,"Chris Bozzo and Ryan Reid of Livermore, CA won a silver medal in Category 4: Amber European Beer during the 2018 National Homebrew Competition Final Round in Portland, OR. Bozzo and Reid’s Oktoberfest earned 2nd place among 273 entries in the category.","Ingredients:
12 lb 3.2 oz Pilsner (Weyermann)
9 lb 1 oz Munich Malt
13.9 oz Vienna Malt (Weyermann)
8 oz Caramel Munich 60L (Briess)
3.75 oz Hallertau, 3.60 % aa (60 min)
1 Item Whirlfloc Tablet (15 min)
1 tsp Yeast Nutrient (15 min)
2 pkg Octoberfest/Marzen Lager (White Labs #WLP820) with 4L starter
Specifications:
Yield: 10 gal (37.9 L)
Original Gravity: 1.058
Final Gravity: 1.018
ABV: 5.30%
IBU: 21
SRM: 7.5","Directions:
Keep mash pH at 5.6 and sparge water pH at 6.0. Finalize water profile with Gypsum, Calcium Chloride, and Chalk, split between mash and boil, to take city water to desired water profile (Ca: 66; Mg: 30; Na: 48; S04: 56; Cl: 72; HCO3: 112). Mash at 152° F for 90 minutes. Raise mash to 168° F and sparge out for 60-90 minutes. Chill as low as you can get it and ferment at 50° F for about 2 weeks. At 80% attenuation, start raising the temperature to 60° F by 3-4 degrees per day. Let yeast cleanup for 3-5 days and complete fermentation at 60° F. Transfer into kegs and use 10ml of biofine for each keg. Carb at 2.3 vols and let sit for another 2-4 weeks to lager. Fermentation is the most important part of this recipe!",
https://www.homebrewersassociation.org/homebrew-recipe/darkness-imprisoning-me-lager/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134633/medal-2-1.svg,"Paul Brown of Pinole, CA won a silver medal in Category 5: Dark European Lager during the 2018 National Homebrew Competition Final Round in Portland, OR. Brown’s international dark lager earned 2nd place among 189 entries in the category.","Ingredients:
8 lbs (3.63 kg) 2-row pale malt
2 lb (0.91 kg) Pilsner malt
1 lb (0.45 kg) Flaked Corn
1 lb (0.45 kg) Flaked Rice
12 oz (0.34 kg) Carafa Special II
8 oz (0.23 kg) Crystal Malt 40°L
1.5 oz (42 g) Liberty hop pellets, 4.3% a.a (60 min)
1 Whirlfloc Tablet (15 min)
1.2 tsp Yeast Nutrient (3 days)
German Bock Lager WLP833
Specifications:
Yield: 6 gal (22.7 L)
Original Gravity: 1.052
Final Gravity: 1.01
ABV: 5.50%
IBU: 17
SRM: 20.4","Directions:
Mash at 148° F (65° C) for 60 minutes. Raise temp to 168° F (76° C) for mash out, hold for 10 minutes, then begin runoff and sparge. Boil for 90 minutes. Knockout at 54° F (12° C), oxygenate and pitch, and hold at that temperature for primary fermentation for 2 weeks. Secondary fermentation at 62° F (17° C) for 3 days. Tertiary fermentation at 60° F (17° C) for 30 days. Force carbonate to 2.5 vol.",
https://www.homebrewersassociation.org/homebrew-recipe/chew-bock-a-doppelbock/,https://cdn.homebrewersassociation.org/wp-content/uploads/2021/02/04134633/medal-2-1.svg,"Tim Lawson of Cincinnati, OH won a silver medal in Category 6: Strong European Lager during the 2018 National Homebrew Competition Final Round in Portland, OR. Lawson’s doppelbock earned 2nd place among 247 entries in the category.","Ingredients:
5 lb Weyermann Munich light
5.25 lb Weyermann Munich dark
5 lb Weyermann Pilsner malt
1 lb Weyemann Vienna malt
1.7 lb Dingeman Caramunich
0.5 lb Breiss Crystal 80L
0.19 lb (3 oz) Weyermann Carafa III (add to mash before first runnings)
1 oz Tettnanger hops, 3.7% a.a. (60 min)
1 oz Hallertau hops, 4.1% a.a. (60 min)
Wyeast 2206 Bavarian Lager, starter
Specifications:
Yield: 6 US gallons (22.7 L)
Original Gravity: 1.09
Final Gravity: 1.022
ABV: 8.90%
IBU: 24
SRM: 28","Directions:
Mash at 125° F and hold for 15 minutes. Pull 18 quarts of thick mash out for decoction step. Bring decoction up to 155° F and hold for 15 minutes, then raise to a boil and boil for 15 minutes. Add decoctiob back to main mash to hit 155° F (may need to add a gallon or two of boiling water to reach this temperature) and hold for 45 minutes. Remove 10 quarts of thick mash for a second decoction. Add Carafa III to the mash tun. Bring decoction to a boil for 15 minutes, then add back to main mash to hit 168-170°F and hold for 10 minutes. Boil for 90 minutes. Cool wort to 48° F. Aerate with oxygen. Ferment at 50° F. When krausen is gone and fermentation is still active (about 10 days in), raise temperature to 59° F for a diacetyl rest. Ferment at 59° F until fermentation is complete. Keg and drop temperature 4° F per day until it hits 38° F. Lager for 4 weeks. Carbonate to 2.5 volumes CO2.",
